state,date,sex,ethnicity,abs,deaths_cleaned
Johor,1/1/2000,both,overall,12144,12144
Johor,1/1/2001,both,overall,12730,12730
Johor,1/1/2002,both,overall,13459,13459
Johor,1/1/2003,both,overall,13671,13671
Johor,1/1/2004,both,overall,13842,13842
Johor,1/1/2005,both,overall,14152,14152
Johor,1/1/2006,both,overall,14546,14546
Johor,1/1/2007,both,overall,15165,15165
Johor,1/1/2008,both,overall,15926,15926
Johor,1/1/2009,both,overall,15971,15971
Johor,1/1/2010,both,overall,16060,16060
Johor,1/1/2011,both,overall,16479,16479
Johor,1/1/2012,both,overall,17201,17201
Johor,1/1/2013,both,overall,17696,17696
Johor,1/1/2014,both,overall,17904,17904
Johor,1/1/2015,both,overall,18853,18853
Johor,1/1/2016,both,overall,19924,19924
Johor,1/1/2017,both,overall,20662,20662
Johor,1/1/2018,both,overall,21117,21117
Johor,1/1/2019,both,overall,21799,21799
Johor,1/1/2020,both,overall,20646,20646
Johor,1/1/2021,both,overall,26951,26951
Johor,1/1/2022,both,overall,25305,25305
Kedah,1/1/2000,both,overall,8982,8982
Kedah,1/1/2001,both,overall,9197,9197
Kedah,1/1/2002,both,overall,9925,9925
Kedah,1/1/2003,both,overall,10311,10311
Kedah,1/1/2004,both,overall,10095,10095
Kedah,1/1/2005,both,overall,10280,10280
Kedah,1/1/2006,both,overall,10698,10698
Kedah,1/1/2007,both,overall,10847,10847
Kedah,1/1/2008,both,overall,11071,11071
Kedah,1/1/2009,both,overall,11618,11618
Kedah,1/1/2010,both,overall,11674,11674
Kedah,1/1/2011,both,overall,11869,11869
Kedah,1/1/2012,both,overall,12268,12268
Kedah,1/1/2013,both,overall,12516,12516
Kedah,1/1/2014,both,overall,13017,13017
Kedah,1/1/2015,both,overall,13674,13674
Kedah,1/1/2016,both,overall,13771,13771
Kedah,1/1/2017,both,overall,14332,14332
Kedah,1/1/2018,both,overall,14552,14552
Kedah,1/1/2019,both,overall,14302,14302
Kedah,1/1/2020,both,overall,13671,13671
Kedah,1/1/2021,both,overall,18457,18457
Kedah,1/1/2022,both,overall,17628,17628
Kelantan,1/1/2000,both,overall,7620,7620
Kelantan,1/1/2001,both,overall,7797,7797
Kelantan,1/1/2002,both,overall,8330,8330
Kelantan,1/1/2003,both,overall,8614,8614
Kelantan,1/1/2004,both,overall,8547,8547
Kelantan,1/1/2005,both,overall,8834,8834
Kelantan,1/1/2006,both,overall,8940,8940
Kelantan,1/1/2007,both,overall,9186,9186
Kelantan,1/1/2008,both,overall,9694,9694
Kelantan,1/1/2009,both,overall,10114,10114
Kelantan,1/1/2010,both,overall,9798,9798
Kelantan,1/1/2011,both,overall,10024,10024
Kelantan,1/1/2012,both,overall,9890,9890
Kelantan,1/1/2013,both,overall,10042,10042
Kelantan,1/1/2014,both,overall,10588,10588
Kelantan,1/1/2015,both,overall,10789,10789
Kelantan,1/1/2016,both,overall,10809,10809
Kelantan,1/1/2017,both,overall,11203,11203
Kelantan,1/1/2018,both,overall,11316,11316
Kelantan,1/1/2019,both,overall,11410,11410
Kelantan,1/1/2020,both,overall,10928,10928
Kelantan,1/1/2021,both,overall,13926,13926
Kelantan,1/1/2022,both,overall,13445,13445
Melaka,1/1/2000,both,overall,3725,3725
Melaka,1/1/2001,both,overall,3799,3799
Melaka,1/1/2002,both,overall,3966,3966
Melaka,1/1/2003,both,overall,3964,3964
Melaka,1/1/2004,both,overall,4070,4070
Melaka,1/1/2005,both,overall,4140,4140
Melaka,1/1/2006,both,overall,4146,4146
Melaka,1/1/2007,both,overall,4145,4145
Melaka,1/1/2008,both,overall,4381,4381
Melaka,1/1/2009,both,overall,4472,4472
Melaka,1/1/2010,both,overall,4481,4481
Melaka,1/1/2011,both,overall,4606,4606
Melaka,1/1/2012,both,overall,4575,4575
Melaka,1/1/2013,both,overall,4747,4747
Melaka,1/1/2014,both,overall,4728,4728
Melaka,1/1/2015,both,overall,4959,4959
Melaka,1/1/2016,both,overall,5186,5186
Melaka,1/1/2017,both,overall,5523,5523
Melaka,1/1/2018,both,overall,5407,5407
Melaka,1/1/2019,both,overall,5547,5547
Melaka,1/1/2020,both,overall,5444,5444
Melaka,1/1/2021,both,overall,7083,7083
Melaka,1/1/2022,both,overall,6630,6630
NegeriSembilan,1/1/2000,both,overall,4540,4540
NegeriSembilan,1/1/2001,both,overall,4724,4724
NegeriSembilan,1/1/2002,both,overall,5051,5051
NegeriSembilan,1/1/2003,both,overall,5038,5038
NegeriSembilan,1/1/2004,both,overall,5067,5067
NegeriSembilan,1/1/2005,both,overall,5163,5163
NegeriSembilan,1/1/2006,both,overall,5204,5204
NegeriSembilan,1/1/2007,both,overall,5181,5181
NegeriSembilan,1/1/2008,both,overall,5740,5740
NegeriSembilan,1/1/2009,both,overall,5832,5832
NegeriSembilan,1/1/2010,both,overall,5814,5814
NegeriSembilan,1/1/2011,both,overall,5885,5885
NegeriSembilan,1/1/2012,both,overall,5895,5895
NegeriSembilan,1/1/2013,both,overall,6213,6213
NegeriSembilan,1/1/2014,both,overall,6410,6410
NegeriSembilan,1/1/2015,both,overall,6611,6611
NegeriSembilan,1/1/2016,both,overall,6810,6810
NegeriSembilan,1/1/2017,both,overall,7111,7111
NegeriSembilan,1/1/2018,both,overall,7298,7298
NegeriSembilan,1/1/2019,both,overall,7168,7168
NegeriSembilan,1/1/2020,both,overall,7011,7011
NegeriSembilan,1/1/2021,both,overall,9165,9165
NegeriSembilan,1/1/2022,both,overall,8636,8636
Pahang,1/1/2000,both,overall,5507,5507
Pahang,1/1/2001,both,overall,5741,5741
Pahang,1/1/2002,both,overall,6297,6297
Pahang,1/1/2003,both,overall,6291,6291
Pahang,1/1/2004,both,overall,6275,6275
Pahang,1/1/2005,both,overall,6499,6499
Pahang,1/1/2006,both,overall,6670,6670
Pahang,1/1/2007,both,overall,6742,6742
Pahang,1/1/2008,both,overall,7100,7100
Pahang,1/1/2009,both,overall,7428,7428
Pahang,1/1/2010,both,overall,7722,7722
Pahang,1/1/2011,both,overall,7812,7812
Pahang,1/1/2012,both,overall,7791,7791
Pahang,1/1/2013,both,overall,8146,8146
Pahang,1/1/2014,both,overall,8301,8301
Pahang,1/1/2015,both,overall,8471,8471
Pahang,1/1/2016,both,overall,8878,8878
Pahang,1/1/2017,both,overall,9261,9261
Pahang,1/1/2018,both,overall,9246,9246
Pahang,1/1/2019,both,overall,9179,9179
Pahang,1/1/2020,both,overall,8686,8686
Pahang,1/1/2021,both,overall,10366,10366
Pahang,1/1/2022,both,overall,11022,11022
Perak,1/1/2000,both,overall,13194,13194
Perak,1/1/2001,both,overall,13577,13577
Perak,1/1/2002,both,overall,14345,14345
Perak,1/1/2003,both,overall,14561,14561
Perak,1/1/2004,both,overall,14401,14401
Perak,1/1/2005,both,overall,14348,14348
Perak,1/1/2006,both,overall,14429,14429
Perak,1/1/2007,both,overall,14913,14913
Perak,1/1/2008,both,overall,15395,15395
Perak,1/1/2009,both,overall,15741,15741
Perak,1/1/2010,both,overall,15440,15440
Perak,1/1/2011,both,overall,16012,16012
Perak,1/1/2012,both,overall,16395,16395
Perak,1/1/2013,both,overall,16386,16386
Perak,1/1/2014,both,overall,16925,16925
Perak,1/1/2015,both,overall,17159,17159
Perak,1/1/2016,both,overall,17820,17820
Perak,1/1/2017,both,overall,18047,18047
Perak,1/1/2018,both,overall,18600,18600
Perak,1/1/2019,both,overall,18740,18740
Perak,1/1/2020,both,overall,17946,17946
Perak,1/1/2021,both,overall,21303,21303
Perak,1/1/2022,both,overall,22341,22341
Perlis,1/1/2000,both,overall,1307,1307
Perlis,1/1/2001,both,overall,1335,1335
Perlis,1/1/2002,both,overall,1378,1378
Perlis,1/1/2003,both,overall,1416,1416
Perlis,1/1/2004,both,overall,1426,1426
Perlis,1/1/2005,both,overall,1452,1452
Perlis,1/1/2006,both,overall,1462,1462
Perlis,1/1/2007,both,overall,1491,1491
Perlis,1/1/2008,both,overall,1618,1618
Perlis,1/1/2009,both,overall,1580,1580
Perlis,1/1/2010,both,overall,1683,1683
Perlis,1/1/2011,both,overall,1637,1637
Perlis,1/1/2012,both,overall,1655,1655
Perlis,1/1/2013,both,overall,1741,1741
Perlis,1/1/2014,both,overall,1671,1671
Perlis,1/1/2015,both,overall,1767,1767
Perlis,1/1/2016,both,overall,1884,1884
Perlis,1/1/2017,both,overall,2004,2004
Perlis,1/1/2018,both,overall,2042,2042
Perlis,1/1/2019,both,overall,1996,1996
Perlis,1/1/2020,both,overall,1950,1950
Perlis,1/1/2021,both,overall,2234,2234
Perlis,1/1/2022,both,overall,2422,2422
PulauPinang,1/1/2000,both,overall,7037,7037
PulauPinang,1/1/2001,both,overall,7162,7162
PulauPinang,1/1/2002,both,overall,7703,7703
PulauPinang,1/1/2003,both,overall,7781,7781
PulauPinang,1/1/2004,both,overall,7813,7813
PulauPinang,1/1/2005,both,overall,7869,7869
PulauPinang,1/1/2006,both,overall,7918,7918
PulauPinang,1/1/2007,both,overall,8316,8316
PulauPinang,1/1/2008,both,overall,8471,8471
PulauPinang,1/1/2009,both,overall,8699,8699
PulauPinang,1/1/2010,both,overall,9063,9063
PulauPinang,1/1/2011,both,overall,9107,9107
PulauPinang,1/1/2012,both,overall,9133,9133
PulauPinang,1/1/2013,both,overall,9538,9538
PulauPinang,1/1/2014,both,overall,9678,9678
PulauPinang,1/1/2015,both,overall,10226,10226
PulauPinang,1/1/2016,both,overall,10729,10729
PulauPinang,1/1/2017,both,overall,10727,10727
PulauPinang,1/1/2018,both,overall,11209,11209
PulauPinang,1/1/2019,both,overall,10896,10896
PulauPinang,1/1/2020,both,overall,10701,10701
PulauPinang,1/1/2021,both,overall,13978,13978
PulauPinang,1/1/2022,both,overall,12920,12920
Sabah,1/1/2000,both,overall,5203,5203
Sabah,1/1/2001,both,overall,5437,5437
Sabah,1/1/2002,both,overall,5864,5864
Sabah,1/1/2003,both,overall,6061,6061
Sabah,1/1/2004,both,overall,6328,6328
Sabah,1/1/2005,both,overall,6563,6563
Sabah,1/1/2006,both,overall,6702,6702
Sabah,1/1/2007,both,overall,6979,6979
Sabah,1/1/2008,both,overall,7394,7394
Sabah,1/1/2009,both,overall,7565,7565
Sabah,1/1/2010,both,overall,7622,7622
Sabah,1/1/2011,both,overall,8095,8095
Sabah,1/1/2012,both,overall,8066,8066
Sabah,1/1/2013,both,overall,8253,8253
Sabah,1/1/2014,both,overall,12188,12188
Sabah,1/1/2015,both,overall,12511,12511
Sabah,1/1/2016,both,overall,12834,12834
Sabah,1/1/2017,both,overall,13719,13719
Sabah,1/1/2018,both,overall,13940,13940
Sabah,1/1/2019,both,overall,14713,14713
Sabah,1/1/2020,both,overall,14868,14868
Sabah,1/1/2021,both,overall,18873,18873
Sabah,1/1/2022,both,overall,17395,17395
Sarawak,1/1/2000,both,overall,8513,8513
Sarawak,1/1/2001,both,overall,8893,8893
Sarawak,1/1/2002,both,overall,8818,8818
Sarawak,1/1/2003,both,overall,9287,9287
Sarawak,1/1/2004,both,overall,9506,9506
Sarawak,1/1/2005,both,overall,9553,9553
Sarawak,1/1/2006,both,overall,9962,9962
Sarawak,1/1/2007,both,overall,10020,10020
Sarawak,1/1/2008,both,overall,10478,10478
Sarawak,1/1/2009,both,overall,11240,11240
Sarawak,1/1/2010,both,overall,10396,10396
Sarawak,1/1/2011,both,overall,11118,11118
Sarawak,1/1/2012,both,overall,11246,11246
Sarawak,1/1/2013,both,overall,11231,11231
Sarawak,1/1/2014,both,overall,11686,11686
Sarawak,1/1/2015,both,overall,12200,12200
Sarawak,1/1/2016,both,overall,12608,12608
Sarawak,1/1/2017,both,overall,13117,13117
Sarawak,1/1/2018,both,overall,13828,13828
Sarawak,1/1/2019,both,overall,14025,14025
Sarawak,1/1/2020,both,overall,14114,14114
Sarawak,1/1/2021,both,overall,17596,17596
Sarawak,1/1/2022,both,overall,16627,16627
Selangor,1/1/2000,both,overall,12706,12706
Selangor,1/1/2001,both,overall,13368,13368
Selangor,1/1/2002,both,overall,13922,13922
Selangor,1/1/2003,both,overall,14295,14295
Selangor,1/1/2004,both,overall,14616,14616
Selangor,1/1/2005,both,overall,15371,15371
Selangor,1/1/2006,both,overall,15695,15695
Selangor,1/1/2007,both,overall,15903,15903
Selangor,1/1/2008,both,overall,17649,17649
Selangor,1/1/2009,both,overall,18373,18373
Selangor,1/1/2010,both,overall,18558,18558
Selangor,1/1/2011,both,overall,19352,19352
Selangor,1/1/2012,both,overall,21020,21020
Selangor,1/1/2013,both,overall,21677,21677
Selangor,1/1/2014,both,overall,22647,22647
Selangor,1/1/2015,both,overall,23804,23804
Selangor,1/1/2016,both,overall,25588,25588
Selangor,1/1/2017,both,overall,26733,26733
Selangor,1/1/2018,both,overall,27387,27387
Selangor,1/1/2019,both,overall,27786,27786
Selangor,1/1/2020,both,overall,25405,25405
Selangor,1/1/2021,both,overall,42051,42051
Selangor,1/1/2022,both,overall,32861,32861
Terengganu,1/1/2000,both,overall,4570,4570
Terengganu,1/1/2001,both,overall,4866,4866
Terengganu,1/1/2002,both,overall,5051,5051
Terengganu,1/1/2003,both,overall,5346,5346
Terengganu,1/1/2004,both,overall,5244,5244
Terengganu,1/1/2005,both,overall,5368,5368
Terengganu,1/1/2006,both,overall,5407,5407
Terengganu,1/1/2007,both,overall,5563,5563
Terengganu,1/1/2008,both,overall,5774,5774
Terengganu,1/1/2009,both,overall,5978,5978
Terengganu,1/1/2010,both,overall,5864,5864
Terengganu,1/1/2011,both,overall,6209,6209
Terengganu,1/1/2012,both,overall,6177,6177
Terengganu,1/1/2013,both,overall,6424,6424
Terengganu,1/1/2014,both,overall,6460,6460
Terengganu,1/1/2015,both,overall,6715,6715
Terengganu,1/1/2016,both,overall,6843,6843
Terengganu,1/1/2017,both,overall,7048,7048
Terengganu,1/1/2018,both,overall,7099,7099
Terengganu,1/1/2019,both,overall,7341,7341
Terengganu,1/1/2020,both,overall,6736,6736
Terengganu,1/1/2021,both,overall,8469,8469
Terengganu,1/1/2022,both,overall,8686,8686
KualaLumpur,1/1/2000,both,overall,5492,5492
KualaLumpur,1/1/2001,both,overall,5746,5746
KualaLumpur,1/1/2002,both,overall,6058,6058
KualaLumpur,1/1/2003,both,overall,5888,5888
KualaLumpur,1/1/2004,both,overall,5750,5750
KualaLumpur,1/1/2005,both,overall,5635,5635
KualaLumpur,1/1/2006,both,overall,5791,5791
KualaLumpur,1/1/2007,both,overall,6015,6015
KualaLumpur,1/1/2008,both,overall,6164,6164
KualaLumpur,1/1/2009,both,overall,6470,6470
KualaLumpur,1/1/2010,both,overall,6465,6465
KualaLumpur,1/1/2011,both,overall,6927,6927
KualaLumpur,1/1/2012,both,overall,6996,6996
KualaLumpur,1/1/2013,both,overall,7183,7183
KualaLumpur,1/1/2014,both,overall,7647,7647
KualaLumpur,1/1/2015,both,overall,7608,7608
KualaLumpur,1/1/2016,both,overall,8077,8077
KualaLumpur,1/1/2017,both,overall,8205,8205
KualaLumpur,1/1/2018,both,overall,8485,8485
KualaLumpur,1/1/2019,both,overall,8845,8845
KualaLumpur,1/1/2020,both,overall,8334,8334
KualaLumpur,1/1/2021,both,overall,13334,13334
KualaLumpur,1/1/2022,both,overall,9962,9962
KualaLumpur,1/1/2000,both,overall,167,167
KualaLumpur,1/1/2001,both,overall,159,159
KualaLumpur,1/1/2002,both,overall,200,200
KualaLumpur,1/1/2003,both,overall,220,220
KualaLumpur,1/1/2004,both,overall,212,212
KualaLumpur,1/1/2005,both,overall,209,209
KualaLumpur,1/1/2006,both,overall,208,208
KualaLumpur,1/1/2007,both,overall,204,204
KualaLumpur,1/1/2008,both,overall,243,243
KualaLumpur,1/1/2009,both,overall,247,247
KualaLumpur,1/1/2010,both,overall,243,243
KualaLumpur,1/1/2011,both,overall,218,218
KualaLumpur,1/1/2012,both,overall,242,242
KualaLumpur,1/1/2013,both,overall,245,245
KualaLumpur,1/1/2014,both,overall,274,274
KualaLumpur,1/1/2015,both,overall,246,246
KualaLumpur,1/1/2016,both,overall,277,277
KualaLumpur,1/1/2017,both,overall,247,247
KualaLumpur,1/1/2018,both,overall,287,287
KualaLumpur,1/1/2019,both,overall,298,298
KualaLumpur,1/1/2020,both,overall,319,319
KualaLumpur,1/1/2021,both,overall,517,517
KualaLumpur,1/1/2022,both,overall,392,392
KualaLumpur,1/1/2010,both,overall,95,95
KualaLumpur,1/1/2011,both,overall,113,113
KualaLumpur,1/1/2012,both,overall,142,142
KualaLumpur,1/1/2013,both,overall,164,164
KualaLumpur,1/1/2014,both,overall,194,194
KualaLumpur,1/1/2015,both,overall,193,193
KualaLumpur,1/1/2016,both,overall,163,163
KualaLumpur,1/1/2017,both,overall,229,229
KualaLumpur,1/1/2018,both,overall,218,218
KualaLumpur,1/1/2019,both,overall,209,209
KualaLumpur,1/1/2020,both,overall,211,211
KualaLumpur,1/1/2021,both,overall,266,266
KualaLumpur,1/1/2022,both,overall,253,253
Johor,1/1/2000,male,overall,7163,7163
Johor,1/1/2001,male,overall,7380,7380
Johor,1/1/2002,male,overall,7763,7763
Johor,1/1/2003,male,overall,7933,7933
Johor,1/1/2004,male,overall,8021,8021
Johor,1/1/2005,male,overall,8194,8194
Johor,1/1/2006,male,overall,8550,8550
Johor,1/1/2007,male,overall,8985,8985
Johor,1/1/2008,male,overall,9345,9345
Johor,1/1/2009,male,overall,9384,9384
Johor,1/1/2010,male,overall,9521,9521
Johor,1/1/2011,male,overall,9604,9604
Johor,1/1/2012,male,overall,9989,9989
Johor,1/1/2013,male,overall,10361,10361
Johor,1/1/2014,male,overall,10517,10517
Johor,1/1/2015,male,overall,11045,11045
Johor,1/1/2016,male,overall,11674,11674
Johor,1/1/2017,male,overall,12076,12076
Johor,1/1/2018,male,overall,12384,12384
Johor,1/1/2019,male,overall,12760,12760
Johor,1/1/2020,male,overall,12194,12194
Johor,1/1/2021,male,overall,15549,15549
Johor,1/1/2022,male,overall,14618,14618
Johor,1/1/2000,female,overall,4981,4981
Johor,1/1/2001,female,overall,5350,5350
Johor,1/1/2002,female,overall,5696,5696
Johor,1/1/2003,female,overall,5738,5738
Johor,1/1/2004,female,overall,5821,5821
Johor,1/1/2005,female,overall,5958,5958
Johor,1/1/2006,female,overall,5996,5996
Johor,1/1/2007,female,overall,6180,6180
Johor,1/1/2008,female,overall,6581,6581
Johor,1/1/2009,female,overall,6587,6587
Johor,1/1/2010,female,overall,6539,6539
Johor,1/1/2011,female,overall,6875,6875
Johor,1/1/2012,female,overall,7212,7212
Johor,1/1/2013,female,overall,7335,7335
Johor,1/1/2014,female,overall,7387,7387
Johor,1/1/2015,female,overall,7808,7808
Johor,1/1/2016,female,overall,8250,8250
Johor,1/1/2017,female,overall,8586,8586
Johor,1/1/2018,female,overall,8733,8733
Johor,1/1/2019,female,overall,9039,9039
Johor,1/1/2020,female,overall,8452,8452
Johor,1/1/2021,female,overall,11402,11402
Johor,1/1/2022,female,overall,10687,10687
Kedah,1/1/2000,male,overall,5110,5110
Kedah,1/1/2001,male,overall,5218,5218
Kedah,1/1/2002,male,overall,5628,5628
Kedah,1/1/2003,male,overall,5800,5800
Kedah,1/1/2004,male,overall,5746,5746
Kedah,1/1/2005,male,overall,5770,5770
Kedah,1/1/2006,male,overall,6077,6077
Kedah,1/1/2007,male,overall,6160,6160
Kedah,1/1/2008,male,overall,6321,6321
Kedah,1/1/2009,male,overall,6632,6632
Kedah,1/1/2010,male,overall,6601,6601
Kedah,1/1/2011,male,overall,6844,6844
Kedah,1/1/2012,male,overall,7059,7059
Kedah,1/1/2013,male,overall,7096,7096
Kedah,1/1/2014,male,overall,7404,7404
Kedah,1/1/2015,male,overall,7733,7733
Kedah,1/1/2016,male,overall,7734,7734
Kedah,1/1/2017,male,overall,8049,8049
Kedah,1/1/2018,male,overall,8216,8216
Kedah,1/1/2019,male,overall,8031,8031
Kedah,1/1/2020,male,overall,7694,7694
Kedah,1/1/2021,male,overall,10068,10068
Kedah,1/1/2022,male,overall,9792,9792
Kedah,1/1/2000,female,overall,3872,3872
Kedah,1/1/2001,female,overall,3979,3979
Kedah,1/1/2002,female,overall,4297,4297
Kedah,1/1/2003,female,overall,4511,4511
Kedah,1/1/2004,female,overall,4349,4349
Kedah,1/1/2005,female,overall,4510,4510
Kedah,1/1/2006,female,overall,4621,4621
Kedah,1/1/2007,female,overall,4687,4687
Kedah,1/1/2008,female,overall,4750,4750
Kedah,1/1/2009,female,overall,4986,4986
Kedah,1/1/2010,female,overall,5073,5073
Kedah,1/1/2011,female,overall,5025,5025
Kedah,1/1/2012,female,overall,5209,5209
Kedah,1/1/2013,female,overall,5420,5420
Kedah,1/1/2014,female,overall,5613,5613
Kedah,1/1/2015,female,overall,5941,5941
Kedah,1/1/2016,female,overall,6037,6037
Kedah,1/1/2017,female,overall,6283,6283
Kedah,1/1/2018,female,overall,6336,6336
Kedah,1/1/2019,female,overall,6271,6271
Kedah,1/1/2020,female,overall,5977,5977
Kedah,1/1/2021,female,overall,8389,8389
Kedah,1/1/2022,female,overall,7836,7836
Kelantan,1/1/2000,male,overall,4333,4333
Kelantan,1/1/2001,male,overall,4367,4367
Kelantan,1/1/2002,male,overall,4784,4784
Kelantan,1/1/2003,male,overall,4956,4956
Kelantan,1/1/2004,male,overall,4920,4920
Kelantan,1/1/2005,male,overall,5051,5051
Kelantan,1/1/2006,male,overall,5023,5023
Kelantan,1/1/2007,male,overall,5211,5211
Kelantan,1/1/2008,male,overall,5592,5592
Kelantan,1/1/2009,male,overall,5721,5721
Kelantan,1/1/2010,male,overall,5590,5590
Kelantan,1/1/2011,male,overall,5624,5624
Kelantan,1/1/2012,male,overall,5589,5589
Kelantan,1/1/2013,male,overall,5635,5635
Kelantan,1/1/2014,male,overall,5958,5958
Kelantan,1/1/2015,male,overall,6087,6087
Kelantan,1/1/2016,male,overall,6111,6111
Kelantan,1/1/2017,male,overall,6284,6284
Kelantan,1/1/2018,male,overall,6332,6332
Kelantan,1/1/2019,male,overall,6446,6446
Kelantan,1/1/2020,male,overall,6236,6236
Kelantan,1/1/2021,male,overall,7605,7605
Kelantan,1/1/2022,male,overall,7411,7411
Kelantan,1/1/2000,female,overall,3287,3287
Kelantan,1/1/2001,female,overall,3430,3430
Kelantan,1/1/2002,female,overall,3546,3546
Kelantan,1/1/2003,female,overall,3658,3658
Kelantan,1/1/2004,female,overall,3627,3627
Kelantan,1/1/2005,female,overall,3783,3783
Kelantan,1/1/2006,female,overall,3917,3917
Kelantan,1/1/2007,female,overall,3975,3975
Kelantan,1/1/2008,female,overall,4102,4102
Kelantan,1/1/2009,female,overall,4393,4393
Kelantan,1/1/2010,female,overall,4208,4208
Kelantan,1/1/2011,female,overall,4400,4400
Kelantan,1/1/2012,female,overall,4301,4301
Kelantan,1/1/2013,female,overall,4407,4407
Kelantan,1/1/2014,female,overall,4630,4630
Kelantan,1/1/2015,female,overall,4702,4702
Kelantan,1/1/2016,female,overall,4698,4698
Kelantan,1/1/2017,female,overall,4919,4919
Kelantan,1/1/2018,female,overall,4984,4984
Kelantan,1/1/2019,female,overall,4964,4964
Kelantan,1/1/2020,female,overall,4692,4692
Kelantan,1/1/2021,female,overall,6321,6321
Kelantan,1/1/2022,female,overall,6034,6034
Melaka,1/1/2000,male,overall,1998,1998
Melaka,1/1/2001,male,overall,2114,2114
Melaka,1/1/2002,male,overall,2131,2131
Melaka,1/1/2003,male,overall,2187,2187
Melaka,1/1/2004,male,overall,2228,2228
Melaka,1/1/2005,male,overall,2293,2293
Melaka,1/1/2006,male,overall,2291,2291
Melaka,1/1/2007,male,overall,2350,2350
Melaka,1/1/2008,male,overall,2490,2490
Melaka,1/1/2009,male,overall,2549,2549
Melaka,1/1/2010,male,overall,2530,2530
Melaka,1/1/2011,male,overall,2642,2642
Melaka,1/1/2012,male,overall,2588,2588
Melaka,1/1/2013,male,overall,2669,2669
Melaka,1/1/2014,male,overall,2719,2719
Melaka,1/1/2015,male,overall,2778,2778
Melaka,1/1/2016,male,overall,2915,2915
Melaka,1/1/2017,male,overall,3092,3092
Melaka,1/1/2018,male,overall,3079,3079
Melaka,1/1/2019,male,overall,3088,3088
Melaka,1/1/2020,male,overall,3072,3072
Melaka,1/1/2021,male,overall,3921,3921
Melaka,1/1/2022,male,overall,3669,3669
Melaka,1/1/2000,female,overall,1727,1727
Melaka,1/1/2001,female,overall,1685,1685
Melaka,1/1/2002,female,overall,1835,1835
Melaka,1/1/2003,female,overall,1777,1777
Melaka,1/1/2004,female,overall,1842,1842
Melaka,1/1/2005,female,overall,1847,1847
Melaka,1/1/2006,female,overall,1855,1855
Melaka,1/1/2007,female,overall,1795,1795
Melaka,1/1/2008,female,overall,1891,1891
Melaka,1/1/2009,female,overall,1923,1923
Melaka,1/1/2010,female,overall,1951,1951
Melaka,1/1/2011,female,overall,1964,1964
Melaka,1/1/2012,female,overall,1987,1987
Melaka,1/1/2013,female,overall,2078,2078
Melaka,1/1/2014,female,overall,2009,2009
Melaka,1/1/2015,female,overall,2181,2181
Melaka,1/1/2016,female,overall,2271,2271
Melaka,1/1/2017,female,overall,2431,2431
Melaka,1/1/2018,female,overall,2328,2328
Melaka,1/1/2019,female,overall,2459,2459
Melaka,1/1/2020,female,overall,2372,2372
Melaka,1/1/2021,female,overall,3162,3162
Melaka,1/1/2022,female,overall,2961,2961
NegeriSembilan,1/1/2000,male,overall,2682,2682
NegeriSembilan,1/1/2001,male,overall,2738,2738
NegeriSembilan,1/1/2002,male,overall,2882,2882
NegeriSembilan,1/1/2003,male,overall,2963,2963
NegeriSembilan,1/1/2004,male,overall,2940,2940
NegeriSembilan,1/1/2005,male,overall,3041,3041
NegeriSembilan,1/1/2006,male,overall,3042,3042
NegeriSembilan,1/1/2007,male,overall,3050,3050
NegeriSembilan,1/1/2008,male,overall,3355,3355
NegeriSembilan,1/1/2009,male,overall,3419,3419
NegeriSembilan,1/1/2010,male,overall,3437,3437
NegeriSembilan,1/1/2011,male,overall,3431,3431
NegeriSembilan,1/1/2012,male,overall,3376,3376
NegeriSembilan,1/1/2013,male,overall,3629,3629
NegeriSembilan,1/1/2014,male,overall,3681,3681
NegeriSembilan,1/1/2015,male,overall,3823,3823
NegeriSembilan,1/1/2016,male,overall,3964,3964
NegeriSembilan,1/1/2017,male,overall,4100,4100
NegeriSembilan,1/1/2018,male,overall,4285,4285
NegeriSembilan,1/1/2019,male,overall,4106,4106
NegeriSembilan,1/1/2020,male,overall,4051,4051
NegeriSembilan,1/1/2021,male,overall,5206,5206
NegeriSembilan,1/1/2022,male,overall,4959,4959
NegeriSembilan,1/1/2000,female,overall,1858,1858
NegeriSembilan,1/1/2001,female,overall,1986,1986
NegeriSembilan,1/1/2002,female,overall,2169,2169
NegeriSembilan,1/1/2003,female,overall,2075,2075
NegeriSembilan,1/1/2004,female,overall,2127,2127
NegeriSembilan,1/1/2005,female,overall,2122,2122
NegeriSembilan,1/1/2006,female,overall,2162,2162
NegeriSembilan,1/1/2007,female,overall,2131,2131
NegeriSembilan,1/1/2008,female,overall,2385,2385
NegeriSembilan,1/1/2009,female,overall,2413,2413
NegeriSembilan,1/1/2010,female,overall,2377,2377
NegeriSembilan,1/1/2011,female,overall,2454,2454
NegeriSembilan,1/1/2012,female,overall,2519,2519
NegeriSembilan,1/1/2013,female,overall,2584,2584
NegeriSembilan,1/1/2014,female,overall,2729,2729
NegeriSembilan,1/1/2015,female,overall,2788,2788
NegeriSembilan,1/1/2016,female,overall,2846,2846
NegeriSembilan,1/1/2017,female,overall,3011,3011
NegeriSembilan,1/1/2018,female,overall,3013,3013
NegeriSembilan,1/1/2019,female,overall,3062,3062
NegeriSembilan,1/1/2020,female,overall,2960,2960
NegeriSembilan,1/1/2021,female,overall,3959,3959
NegeriSembilan,1/1/2022,female,overall,3677,3677
